text,artist
"и в зрачках тех леденящих
внук он зелени стоячей
у того в зрачках горящих
шароватых искр пиры
клад зажмуренной горы
умоляющих просящих
щиплет золото гвоздей
оттого все неудачи
он на счастье ждёт гостей
там где огненными щами
с говорящими камнями
кот живёт не для игры
ростовщичий глаз кошачий
что я вижу пред собой
у него в покоях спящих
и купец воды морской
камни трогает клещами",Осип Мандельштам
"молчи в себе таи квазицитата из стихотворения
недопитого голоса
первоначальное название
ну как метро
впервые напечатано в альманахе
попомню я воронежские ночки
язык пространства сжатого до точки
ну как метро первая линия московского метрополитена была пущена в середине мая
аи в то же время сорт французского вина
аи предполагается что имеется в виду прервавшаяся трансляция оперы
воздушные пути
и вы часов кремлёвские бои
молчи в себе таи
и в полночь с
не спрашивай как набухают почки
наушнички наушники мои
мандельштам не расставался с наушниками слушая радиопередачи из
молчи скрывайся и таи
красной площади гудочки",Осип Мандельштам
"длинные трепещущие нити
отмечает листья ветер робкий
в тщетном ожидании наитий
но в порывах ткани беспредельно
каждый лист колеблется отдельно
неразрывно сотканный с другими
и мирами вызвано иными
шелестящие своей длиною
только то что создано землею",Осип Мандельштам
"равнины дышащее чудо
и снег хрустит в глазах как чистый хлеб безгрешен
в лицо морозу я гляжу один
его прищур спокоен и утешен
он никуда я ниоткуда
десятизначные леса почти что те
и всё утюжится плоится без морщин
а солнце щурится в крахмальной нищете",Осип Мандельштам
"кого скажите мне благодарить
я и садовник я же и цветок
неузнаваемый с недавних пор
запечатлеется на нем узор
таким единым и таким моим
дано мне тело что мне делать с ним
в темнице мира я не одинок
на стекла вечности уже легло
мое дыхание мое тепло
пускай мгновения стекает муть
за радость тихую дышать и жить
узора милого не зачеркнуть",Осип Мандельштам
"фиолетовый гобелен
отуманенный их узор
я создатель миров моих
и печальный встречает взор
и хрустальная спит роса
истончается тонкий тлен
эти вывела облака
опускаются небеса
к нам на воды и на леса
нерешительная рука
недоволен стою и тих
где искусственны небеса",Осип Мандельштам
"ты на песок с ней рядом ляжешь
оденешь ризою своей
и хрупкой раковины стены
огромный колокол зыбей
ненужной раковины ложь
ты равнодушно волны пенишь
туманом ветром и дождем
ты неразрывно с нею свяжешь
как нежилого сердца дом
ночь из пучины мировой
я выброшен на берег твой
но ты полюбишь ты оценишь
наполнишь шепотами пены
и несговорчиво поешь
быть может я тебе не нужен
как раковина без жемчужин",Осип Мандельштам
"и с легкостью тяжеловеса
обезображен обесславлен
неохраняемый шатер
когда мучительно жива
над теплым трупом
не допив кубка покатилась
удары отбивал боксер
к ногам тупая голова
в неравной битве изнемог
о беззащитная завеса
неизъяснимо лицемерно
должно быть так толпа сгрудилась
футбола толстокожий бог
не так ли кончиком ноги
телохранитель был отравлен
юдифь глумилась",Осип Мандельштам
"франкфурте отцы зевали
и княжества топталися на месте
есть между нами похвала без лести
и далека пока еще от
он в бой сошел и умер так же складно
у стихотворца
косматая казацкая папаха
как пел рябину с кружкой мозельвейна
гете не было известий
и прямо со страницы альманаха
слагались гимны кони гарцевали
и дружба есть в упор без фарисейства
война как плющ в беседке шоколадной
поучимся ж серьезности и чести",Осип Мандельштам
"великорусский державный лик
выпростав руки блаженства в знак
в белом раю лежит богатырь
россия не белый рай
радуйся ратник не умирай
и не веселые наши сны
в благоуханном гробу лежать
славу свою и покой вкушать
только святые умеют так
пахарь войны пожилой мужик
внуки и правнуки спасены
в серых глазах мировая ширь",Осип Мандельштам
"качнулась в путь и полвселенной давит
и страшный вид разбойного
ее базаров бабья ширина
мильонами скрипучих арб она
угрюмые волнуют небеса
ее церквей благоуханных соты
она в торговле хитрая лисица
как дикий мед заброшенный в леса
ее сухая черствая земля
и буйный торг на
все чуждо нам в столице непотребной
она дремучая всем миром правит
а перед князем жалкая раба
удельной речки мутная водица
течет как встарь в сухие желоба
сухаревке хлебной
и птичьих стай густые перелеты",Осип Мандельштам
"зеленый мох и влажный камень
переступает удивленный
его ребяческая месть
свои страдальческие губы
и сердца незаконный пламень
тому что в мире старость есть
и начинает ветер грубый
в наивные долины дуть
нельзя достаточно сомкнуть
на влажный камень возведенный
своей младенческой ногой
амур печальный и нагой",Осип Мандельштам
"исполню дымчатый обряд
но мне милей простой солдат
и муравьиный брат агат
в опале предо мной лежат
морского лета земляники
которому никто не рад
двуискренние сердолики
морской пучины серый дикий",Осип Мандельштам
"и никну никем не замеченный
коротких осенних минут
приветственным шелестом встреченный
я счастлив жестокой обидою
и в жизни похожей на сон
и в каждого тайно влюблен
из омута злого и вязкого
и страстно и томно и ласково
в холодный и топкий приют
я вырос тростинкой шурша
запретною жизнью дыша
я каждому тайно завидую",Осип Мандельштам
"в самую гущу его целлулоидных терний
но смотри чтобы он не осыпался сразу
смело до хруста ее погрузи
и для шербета негодный дичок не дающий ни масла ни запаха
шербет восточный напиток из лепестков розы
добудем розу без ножниц
розовый мусор муслин лепесток соломоновый
руку платком обмотай и в венценосный шиповник
муслин лёгкая ткань",Осип Мандельштам
"не растают никогда
станет истина моя
и печаль моих домашних
сердцевина бытия
мне увидевшему
я земле не поклонился
посох взял развеселился
а снега на черных пашнях
снег растает на утесах
скоро ль истиной народа
солнцем истины палим
посох мой моя свобода
прежде чем себя нашел
и в далекий
прав народ вручивший посох
мне попрежнему чужда",Осип Мандельштам
"мне трудно говорить не видел ничего
и молоко и кровь давали нежным львятам
здесь камни голуби дома как голубятни
афиши клеили и ставили капканы
по звучным мостовым прабабки городов
клевали наскоро крупу свинцовых крох
здесь толпы детские событий попрошайки
и тесные дома зубов молочных ряд
летели лошади из зелени густой
здесь клички месяцам давали как котятам
и в воздухе плывет забытая коринка
он лапу поднимал как огненную розу
но всетаки скажу я помню одного
его не слушали смеялись кучера
и пели песенки и жарили каштаны
держалась на плечах большая голова
парижских воробьев испуганные стайки
и грызла яблоки с шарманкой детвора
и в памяти живет плетеная корзинка
язык булыжника мне голубя понятней
фригийской бабушкой рассыпанный горох
на деснах старческих как близнецы стоят
а подрастут они то разве года два
и клятвой на песке как яблоком играли
и светлой улицей как просекой прямой
и как ребенок всем показывал занозу
и светлым ручейком течет рассказ подков
большеголовые там руки подымали",Осип Мандельштам
"сталину не сказка
но я скажу о том что ближе
с могучим смехом в грозный час
футбол для молодого баска
ошеломляющего нас
в ее волос пробралась смоль
необходимо сердцу биться
сознанье нежность и сиротство
и сила женщины ее
москва повторится в
находкой выхода прямого
в горячих солнечных руках
мадрида пламенная жизнь
о том как вырвалось однажды
дозреют новые плоды
но только жизнь без укоризн
и голубая нитка славы
входить в поля врастать в леса
ее понятна мне о том
с тобой дитя высокой жажды
да мне понятно превосходство
нужнее хлеба и воды
и материнская забота
и будешь сталинкою зваться
сквозь чащу прозвищ и имен
чтоб ладилась моя работа
но это ощущенье сдвига
она и шутит величаво
непобедимого прямого
и мы его обороним
и эта сталинская книга
и говорит прощая боль
и крепла на борьбу с врагом июля
вот с приговором полоса
происходящего в веках
и ты прорвешься может статься
у самых будущих времен
правды первая страница
я не отдам его и с ним
к событьям рвутся в бытие",Осип Мандельштам
"который час его спросили здесь
нет не луна а светлый циферблат
что слабых звезд я осязаю млечность
а он ответил любопытным вечность
сияет мне и чем я виноват
батюшкова мне противна спесь",Осип Мандельштам
"почему так ласкова толпа
чаплин вышел из кино
чаплин нажимай педаль
ты совсем не вовремя раскис
потому что это ведь
две подметки жалкая судьба
както мы живем неладно все чужие чужие
и чудит чудит чужая даль
чаплин заячья губа
и прекрасных удивленных сил
для чего я славен и любим и даже знаменит
чаплина тюльпан
и ведет его шоссе большое к чужим к чужим
оловянный ужас на лице
а твоя жена слепая тень
чаплин кролик пробивайся в роль
ходит сажа вакса семенит
в дорогую дорогу
чисти корольки ролики надень
две подметки заячья губа
котелок твой тот же океан
голова не держится совсем
две гляделки полные чернил
москва так близко хоть влюбись
чарли надо рисковать
чаплин говорит",Осип Мандельштам
"но только что всего переогромлен
как петушок в прозрачной летней тьме
садовник и палач наполнил свой досуг
и в голосе моем после удушья
еще побыть и поиграть с людьми
я должен жить дыша и большевея
мирволила журила не прочла
разменивать последний грош души
харчи да харк да чтонибудь да враки
я помню все немецких братьев шеи
адмиралтейским лучиком зажгла
она лежала на запас не тратясь
из дерева стекла и молока
заметила вдруг как чечевица
проклятый шов нелепая затея
и что лиловым гребнем
я не хочу средь юношей тепличных
звучит земля последнее оружье
когда встречаешь в самолете брата
до первого трамвайного звонка
чердыниголубе
стук дятла сбросил с плеч
сухая влажность черноземных га
моя страна со мною говорила
чтоб на спине и на груди лопатясь
и не ограблен я и не надломлен
я в мир вхожу и люди хороши
клевещущих козлов не досмотрел я драки
тобол в раструбе
нас разлучили
в семивершковой я метался кутерьме
и скатывалась летнею порой
но как в колхоз идет единоличник
полку струна моя туга
подумаешь как в
москва сестра моя легка
люблю шинель красноармейской складки
работать речь не слушаясь самдруг
но возмужавшего меня как очевидца
нежнее моря путаней салата
и перед смертью хорошея
длину до пят рукав простой и гладкий
и волжской туче родственный покрой
арктике машин советских стук
а теперь пойми",Осип Мандельштам
"ты горожанин и друг горожан
косноязычный с собой он принес
и никогда этот говор валов
ни на минуту не веря в разлуку
он тополями шагает в замостье
он усмехнулся
в светлой перчатке холодную руку
и отвечал мне оплакавший
только стихов виноградное мясо
вечные сны как образчики крови
словно гуляка с волшебною тростью
мне освежило случайно язык
и не нашел от смущения слов
кажется я поклонился ему
я с лихорадочной завистью жму
и гармонический проливень слез
поднимай удивленные брови
я молвил спасибо
я к величаньям еще не привык
ни у кого этих звуков изгибы
переливай из стакана в стакан
наше мученье и наше богатство
батюшков нежный со мною живет
шум стихотворства и колокол братства
нюхает розу и",Осип Мандельштам
"в пустынном воздухе чертит
твоим отсутствием томим
напиток на столе дымится
назначенный устам твоим
узора спящими губами
и на стекле не проведешь
пустует место
напиток долготерпеливый
вечер длится
покуда он еще дымит
так ворожащими шагами
напрасно резвые извивы
пустынницы не подойдешь",Осип Мандельштам
"мне скажет ничего отец
кузнечных памятников швец
уж мы сошьем тебе такое
а мастер пушечного цеха",Осип Мандельштам
"никого я не виню
так что вспыхнули черты
до высокого плеча
изолгалась улыбнулась
как поила чаем сына
и за кипенем садовым
изолгавшись на корню
ангел в светлой паутине
налитые фонари
как нечаянно запнулась
взявшись за руки вдвоем
как дрожала губ малина
исчезая гденибудь
от зари и до зари
там ты будешь мне жена ыбрав валенки сухие
свет фонарного луча
неуклюжей красоты
заресничная страна
без оглядки без помехи
ни к чему и невпопад
говорила наугад
на сияющие вехи
как пушинку подниму
вдруг простегивает путь
как в стакан воды ресница
жизнь упала как зарница
хочешь валенки сниму
той же улицей пойдем
разве кошка встрепенувшись
в золотой стоит овчине
черным зайцем обернувшись
есть за куколем дворцовым
хочешь яблока ночного
сбитню свежего крутого
и тулупы золотые",Осип Мандельштам
"после меня хоть потоп
балмаскарад
и да хранит тебя
шапку в рукав шапкой в рукав
так затверди ж назубок
и толкотня в гардероб
векволкодав
что же потом
хрип горожан
барская лжа
ночь на дворе",Осип Мандельштам
"твоим детским рукам утюги поднимать
ну а мне за тебя черной свечкой гореть
твоим узким плечам под бичами краснеть
твоим нежным ногам по стеклу босиком
под бичами краснеть на морозе гореть
по стеклу босиком да кровавым песком
черной свечкой гореть да молиться не сметь
утюги поднимать да веревки вязать",Осип Мандельштам
"а русскому стиху так свойственно величье
где вешний поцелуй и щебетанье птичье
скажите кто бы мог искусно сочетать
соединению придав свою печать
в непринужденности творящего обмена
тютчева с ребячеством",Осип Мандельштам
"сгинь ты навек чтоб ни слуху ни духу
падают вниз с потолка светляки
дикая кошка армянская речь
пропадом ты пропади говорят
долго ль ещё нам ходить по гроба
грянет ли в двери знакомое
хоть на постели горбатой прилечь
были мы люди а стали людьё
мучит меня и царапает ухо
нам роковое в груди колотьё
как по грибы деревенская девка
ползают мухи по липкой простыне
командированный мать твою так
ты ли дружище какая издевка
нету его ни жалчей ни нелепей
моруха томительный летний зной прим редактора
старый повытчик награбив деньжат
повытчик столоначальник прим
и суждено по какому разряду
да эрзерумская кисть винограду
о лихорадка о злая моруха
без подорожной в армянские степи
птиц голенастых по жёлтой равнине
страшен чиновник лицо как тюфяк
бывший гвардеец замыв оплеуху
и маршируют повзводно полки",Осип Мандельштам
"на замок закрыты ворота
чище правды свежего холста
тает в бочке словно соль звезда
звездный луч как соль на топоре
твердь сияла грубыми звездами
чище смерть соленее беда
умывался ночью на дворе
и земля правдивей и страшнее
и земля по совести сурова
и вода студеная чернее
стынет бочка с полными краями
вряд ли где отыщется основа",Осип Мандельштам
"растаяла на веере ресниц
тревожить прах божественных гробниц
камеи нет нет римлянки увы
и кроткую вы наклонили шею
я потеряла нежную камею
я римлянку прелестную жалею
не знаю где на берегу
но для чего прекрасная грузинка
тинотину смуглую жалею
еще одна пушистая снежинка
рим на берегу
чуть не в слезах мне говорили вы",Осип Мандельштам
"радуют подковы
серебряным ковшом
работает кузнец
в небе голубом
в кузнице веселый
счастья тяжелый
бездна не страшна
я надел венец
радость бессвязна
ясен и высок
глубоко вздохнул я
звучно царство сна ноября
звонкий грунт дорог
словно зачерпнул я
в лазури месяц новый
однообразно",Осип Мандельштам
"и железой поэзия в железе
железен пестик и железна завязь
и розовое на подушке грезясь
идут года железными полками
железная правда живой на зависть
слезящаяся в родовом разрезе
и воздух полн железными шарами
оно бесцветное в воде железясь",Осип Мандельштам
"как раковина пламенея
приливы и отливы рук
ты заклинаешь без сомненья
какойто солнечный испуг
когда широкая ладонь
очаровательный урок
то гаснет к теням тяготея
то в розовый уйдет огонь
однообразные движенья
на перламутровый челнок
натягивая шелка нити
о пальцы гибкие начните",Осип Мандельштам
"поход троянского коня
и широка моя стезя
другие сны другие гнезда
к царевичу младому
держа ириску за щекой
господи благослови
но не разбойничать нельзя
за хлороформом в гору шли
а над поленницей посольство
я пережил того подростка
как мы в высоких голенищах
самоуправство своевольство
как гусеница на дворе
петропавловску
ура на дровяной горе
была пора смешливой бульбы
я убегал в оранжерею
когда в далёкую
катился русский золотой
был от поленьев воздух жирен
и наступающей грозы
и щитовидной железы
эфира солнца и огня",Осип Мандельштам
"задонске где
мандельштам
иначе говоря это связь скорее тематическая чем словесная
но всё же арфы и виолы
задонском но это не связь двух стихотворений растущих из одного корня они никогда не смешивались хотя написаны разом
и бросил о корнях жалея
сосновая роща была перед домом в
на арфу начал гнуть
растут как будто каждый ствол
пластинкой тоненькой жиллета начинается новый цикл
с этого и предыдущего стихотворений
стволы извилисты и голы
виолу с арфой пробудил
жалея ствол жалея сил
сосновой рощицы закон
звучать в коре коричневея декабря
виол и арф семейный звон
мандельштамы снимали дачу
воспоминания
сосновая рощица както связана с
произошло возвращение к настоящему входит сегодняшний день и в",Осип Мандельштам
"чернопахотная ночь степных закраин
и богато искривилась половица
я живу на важных огородах
у чужих людей мне плохо спится
и своято жизнь мне не близка
этой палубы гробовая доска
ходитбродит в русских сапогах
ванькаключник мог бы здесь гулять
впервые напечатано в
и далеко убегает гать
ветер служит даром на заводах
путях альманах
в мелкобисерных иззябла огоньках
за стеной обиженный хозяин",Осип Мандельштам
"земная жизнь и красота
когда б не смерть то никогда бы
в густую падают траву
а та напомнить мне сумела
кто я и кто моя мечта
здесь отвратительные жабы
мне не узнать что я живу
вам до меня какое дело",Осип Мандельштам
"но человек чертит алмазом
оркестр торжественный настройте
шумите листья ветры пойте
повелевает на земле
и как ее ни называйте
и для гаданий и волшбы
ее лица ни покрывайте
необходимость или разум
я не хочу моей судьбы
я не хочу моей судьбы
как на податливом стекле
храм уступают мудрецы
играют пьяные жрецы
и необузданным пэанам
когда неистовым тимпаном
стихии верные рабы",Осип Мандельштам
"и с тебя снимают посмертную маску
и вот лежишь на москательном ложе
закутав рот как влажную розу
и отвернулась со стыдом и скорбью
от городов бородатых востока
держа в руках осьмигранные соты
всё утро дней на окраине мира
ты простояла глотая слезы
тифлис октября",Осип Мандельштам
"как скосило твой каблук
а ведь раньше лучше было
и нельзя признаться вдруг
обреченная на сруб
чтото вспомнить недосуг
шевеленье этих губ
холодок щекочет темя
всё чегото не хватает
понемногу тает звук
и пожалуй не сравнишь
как ты прежде шелестила
жизнь себя перемогает
и меня срезает время
и вершина колобродит
кровь как нынче шелестишь
видно даром не проходит",Осип Мандельштам
"здесь позаботилась подпружных арок сила
тем чаще думал я из тяжести недоброй
но чем внимательней твердыня
души готической рассудочная пропасть
египетская мощь и христианства робость
но выдает себя снаружи тайный план
с тростинкой рядом дуб и всюду царь отвес
как некогда
где римский судия судил чужой народ
играет мышцами крестовый легкий свод
чтоб масса грузная стены не сокрушила
и я когданибудь прекрасное создам
адам распластывая нервы
я изучал твои чудовищные ребра
и свода дерзкого бездействует таран
стихийный лабиринт непостижимый лес
стоит базилика и радостный и первый",Осип Мандельштам
"о тихая моя свобода
и неживого небосвода
всегда смеющийся хрусталь
о вещая моя печаль
сусальным золотом горят
в лесах рождественские елки
глазами страшными глядят
в кустах игрушечные волки",Осип Мандельштам
"двенадцать слуг его календаря
несется пыль и радуги висят
форумом огромная луна
и голова моя обнажена
о холод католической тонзуры
и строгоканонические луны
послушаем апостольское
поговорим о
двунадесятых праздников кануны
на дольний мир глядит сквозь облак хмурый
риме дивный град
авентине вечно ждут царя
он утвердился купола победой",Осип Мандельштам
"и каналов узкие пеналы
в якорях в туманах на меня
ход военных кораблей
подо льдом ещё черней
нынче день какойто желторотый
не могу его понять
тихий тихий по воде линялой
и глядят приморские ворота",Осип Мандельштам
"кровьстроительница хлещет
на пороге новых дней
снова в жертву как ягненка
донести хребет должна
чтобы новый мир начать
век мой зверь мой кто сумеет
но разбит твой позвоночник
горлом из земных вещей
позвоночником волна
на смертельный твой ушиб
заглянуть в твои зрачки
нужно флейтою связать
захребетник лишь трепещет
в берег теплый хрящ морей
и горячей рыбой мещет
век младенческой земли
человеческой тоской
льется льется безразличье
и в траве гадюка дышит
на следы своих же лап
и еще набухнут почки
и с высокой сетки птичьей
словно зверь когдато гибкий
мой прекрасный жалкий век
вспять глядишь жесток и слаб
словно нежный хрящ ребенка
узловатых дней колена
тварь покуда жизнь хватает
мерой века золотой
брызнет зелени побег
чтобы вырвать век из плена
и с бессмысленной улыбкой
и своею кровью склеит
от лазурных влажных глыб
и невидимым играет
это век волну колышет
двух столетий позвонки
темя жизни принесли",Осип Мандельштам
"увы растаяла свеча
и всевозможным господам
в пленительных занятьях
пускали негодяев
и чумную заразу
и нет рассказчика для жён
в порочных длинных платьях
и в спальню видя в этом толк
в камзольчиках зелёных
что проводили дни как сон
что хаживали вполплеча
учили попугаев
прислуживали сразу
что пересиливали срам
лепили воск мотали шёлк
молодчиков калёных",Осип Мандельштам
"мешая в песнях
о временах простых и грубых
на стук в железные ворота
привратник царственноленив
на деревянных лавках спят
когда с дряхлеющей любовью
встал и звериная зевота
и дворники в тяжелых шубах
в походе варварских телег
напомнила твой образ скиф
копыта конские твердят
овидий пел арбу воловью",Осип Мандельштам
"окрашена охрою хриплой
мужицких бычачьих церквей
плечьми осьмигранными дышишь
а здесь лишь картинка налипла
из чайного блюдца с водой
гафиза колышешь
и нянчишь зверушекдетей
ты вся далеко за горой",Осип Мандельштам
"как кипариса безнадежность
люблю изогнутые брови
влачусь к подножию
когда мозаик никнут травы
я в темноте как змей лукавый
быть может только призрак плоти
и краску на лице
просвечивая меж лохмотий
обманывает нас в мечтах
и церковь гулкая пуста
в сосредоточенных сердцах
и дышит в роковых страстях
и пятна золота и крови
я пью монашескую нежность
в неумолимых высотах
на теле статуй восковых",Осип Мандельштам
"ловит словоколобок
подымают купола
поначалу хороша
прежде вынутых хлебов
с херувимского стола
черствый пасынок веков
словно хлебные
домовитая душа
чудный выманить припек
чтобы силой или лаской
время царственный подпасок
как растет хлебов опара
и свое находит место
усыхающий довесок
круглым жаром налитые
и беснуется от жару",Осип Мандельштам
"и зажигательное стеклышко
по солнцу всклянь перевернулось
в лазури мучилась заноза
мне будет легче с ним пойми меня
в беременной глубокой сини
в зените ныла и звенела
как тельце маленькое крылышком
и под сурдинку пеньем жужелиц
но дай мне имя дай мне имя
не забывай меня казни меня
как комариная безделица
на эмпирее загорелось",Осип Мандельштам
"под лёгкий наигрыш хвалы и удивленья
с развилинкой и горечи и сласти
когда заулыбается дитя
углами губ оно играет в славе
для бесконечного познанья яви
уходят в океанское безвластье
улитки рта наплыв и приближенье
концы его улыбки не шутя
и бьёт в глаза один атлантов миг
на лапы из воды поднялся материк
ему непобедимо хорошо
и радужный уже строчится шов",Осип Мандельштам
"лувре океана дочь
влезает белкой на
и сожалеет отчего
америке гудки поют
титаника совет
что спит на дне мрачнее крипта
фауста в вагоне
должна добраться до
американка в двадцать лет
и красных небоскребов трубы
свои прокопченные губы
не понимая ничего
стоит прекрасная как тополь
чтоб мрамор сахарный толочь
людовик больше не на тр не
холодным тучам отдают",Осип Мандельштам
"на боках твоих пляшут козлята
и под музыку зреют плоды
флейты свищут клевещут и злятся
мудрый сводник вина и воды
длинной жажды должник виноватый
за тебя чтоб поправить беду
чернокрасном и некому взяться
что беда на твоем ободу",Осип Мандельштам
"ищет мужа не знаю чья жинка
и шинель прокричала сырая
ни одна не скатилась слезинка
как по улицам
не гадают цыганочки кралям
и на щеки её восковые
купеческом скрипки
уходили с последним трамваем
прямо за город красноармейцы
пахнут смертью господские
крещатике лошади пали
мы вернемся ещё разумейте
не играют в",Осип Мандельштам
"за мигом летит миг
качается глух прям
и яростный гимн грянь
в запретную дверь к нам
кузнечиков хор спит
и вещих ворон крик
о маятник душ строг
я вижу дурной сон
и сумрачных скал сень
бунтующих тайн медь
земную разрушь клеть
и страстно стучит рок
явлений раздвинь грань
мрачней гробовых плит
мелькающих стрел звон
сегодня дурной день",Осип Мандельштам
"я опоздал на празднество
музы не пришли
как эти покрывала мне постылы
меж ним и нами занавес лежит
мощная завеса
я не услышу обращенный к рампе
нас отделяет от другого мира
при свете оплывающих свечей
и словно из столетней летаргии
сбирающих рукоплесканий жатву
двойною рифмой оперенный стих
и достигает скорбного закала
с прокопченной высокой галереи
в старинном многоярусном театре
и равнодушен к суете актеров
негодованьем раскаленный слог
и слабо пахнет апельсинной коркой
очнувшийся сосед мне говорит
спадают с плеч классические шали
измученный безумством
расплавленный страданьем крепнет голос
я не увижу знаменитой
вновь шелестят истлевшие афиши
глубокими морщинами волнуя
уйдем покуда зрителишакалы
я в этой жизни жажду только мира
когда бы грек увидел наши игры
на растерзанье",Осип Мандельштам
